COUNTRY ISO2 CODE,SWIFT CODE,CODE TYPE,NAME,ADDRESS,TOWN NAME,COUNTRY NAME,TIME ZONE
PL,EKIRPLP1XXX,BIC11,KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.),"PILECKIEGO ST. 65  WARSZAWA, MAZOWIECKIE, 02-781",WARSZAWA,POLAND,Europe/Warsaw
BG,ELTABGS1XXX,BIC11,ELANA TRADING INC,"LACHEZAR STANCHEV STR 5 SOPHARMA BUSINESS TOWERS, TOWER:B, FLOOR 12 SOFIA, SOFIA, 1756",SOFIA,BULGARIA,Europe/Sofia
AL,EMPOALTRXXX,BIC11,AMERICAN BANK OF INVESTMENTS S.A.,"HYRJA 1 RRUGA E KAVAJES NDERTESA 27 TIRANA, TIRANA, 1001",TIRANA,ALBANIA,Europe/Tirane
MC,ERMOMCM1XXX,BIC11,BNP PARIBAS WEALTH MANAGEMENT MONACO,"VILLA DES FLEURS 27 BOULEVARD PRINCESSE CHARLOTTE MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
PL,ERSPPLP1XXX,BIC11,ERSTE SECURITIES POLSKA' SPOWKA AKCYJNA,"SASKI CRESCENT UL. KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103",WARSZAWA,POLAND,Europe/Warsaw
PL,ESSEPLPWXXX,BIC11,"SKANDINAVISKA ENSKILDA BANKEN AB, SPOLKA AKCYJNA, ODDZIAL W POLSCE","UL. ZELAZNA 51/53  WARSZAWA, MAZOWIECKIE, 00-841",WARSZAWA,POLAND,Europe/Warsaw
PL,ESSIPLPXXXX,BIC11,"HAITONG BANK S.A., SPOLKA AKCYJNA ODDZIAL W POLSCE","LUMEN ZACHODNI ZLOTA STREET 59, FLOOR 5 WARSZAWA, MAZOWIECKIE, 00-120",WARSZAWA,POLAND,Europe/Warsaw
MT,EXAEMTM1XXX,BIC11,XNT LTD,"PORTOMASO BUSINESS TOWER VJAL PORTOMASO - ST. JULIAN'S, ST JULIAN'S, STJ 3155",ST. JULIAN'S,MALTA,Europe/Malta
PL,EXSRPLP1XXX,BIC11,EXPRESS BANK SPOLDZIELCZY W RZESZOWIE,"UL.KRAKOWSKA 12B/1A  RZESZOW, PODKARPACKIE, 35-111",RZESZOW,POLAND,Europe/Warsaw
CL,FALACLRMXXX,BIC11,BANCO FALABELLA,"CALLE MONEDA 970, FLOOR 9 EDIFICIO EUROCENTRO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320313",SANTIAGO,CHILE,Pacific/Easter
MT,FBHLMTMTXXX,BIC11,CREDIT EUROPE BANK N.V. MALTA BRANCH,"143/2 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604",SLIEMA,MALTA,Europe/Malta
AL,FEFAALTRXXX,BIC11,PROCREDIT BANK SH. A. ALBANIA (FORMERLY FEFAD BANK),"H. 15 RRUGA DRITAN HOXHA, NJESIA BASHKIAKE 11 TIRANA, TIRANA, 1023",TIRANA,ALBANIA,Europe/Tirane
BG,FFBHBGS1XXX,BIC11,FIRST FINANCIAL BROKERAGE HOUSE LTD.,"ENOS STREET 2  SOFIA, SOFIA, 1408",SOFIA,BULGARIA,Europe/Sofia
MT,FFSMMTM1XXX,BIC11,FEXSERV FINANCIAL SERVICES LIMITED,"ALPINE HOUSE NAXXAR ROAD SAN GWANN, SAN GWANN, SGN 9032",SAN GWANN,MALTA,Europe/Malta
MT,FIIHMTM1XXX,BIC11,FINACOM INVESTMENT HOUSE LIMITED,"SUITE A, FLOOR 2, THE PARK LANE BUILDING MOUNTBATEN STREET G'MANGIA, G'MANGIA, HMR 1576",G'MANGIA,MALTA,Europe/Malta
MT,FIMBMTM3XXX,BIC11,FIMBANK PLC,"MERCURY TOWER ELIA ZAMMIT STREET ST. JULIAN'S, ST. JULIAN'S, STJ 3153",ST. JULIAN'S,MALTA,Europe/Malta
AL,FINVALTRXXX,BIC11,FIRST INVESTMENT BANK-ALBANIA SH.A,"TWIN TOWERS NO.2 BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010",TIRANA,ALBANIA,Europe/Tirane
BG,FINVBGSFXXX,BIC11,FIRST INVESTMENT BANK AD,"TSARIGRADSKO SHOSSE BOULEVARD 111 P  SOFIA, SOFIA, 1784",SOFIA,BULGARIA,Europe/Sofia
PL,FITMPLP1XXX,BIC11,FIRST INTERNATIONAL TRADERS DOM MAKLERSKI SA,"AL. JANA PAWA II 15  WARSZAWA, MAZOWIECKIE, 00-828",WARSZAWA,POLAND,Europe/Warsaw
MT,FPLSMTM1XXX,BIC11,FINANCIAL PLANNING SERVICES LIMITED,"MARINA COURT 4 G. CALI STREET TA'XBIEX, TA'XBIEX, XBX 1027",TA'XBIEX,MALTA,Europe/Malta
CL,FRIPCLR1XXX,BIC11,FITCH CHILE CLASIFICADORA DE REISGO LTD,"ALCANTARA 200, OF. 202 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000",SANTIAGO,CHILE,Pacific/Easter
PL,FRIPPLP1XXX,BIC11,FITCH POLSKA SA,"SASKI CRESCENT KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103",WARSZAWA,POLAND,Europe/Warsaw
UY,FRIPUYM1XXX,BIC11,FITCH URUGUAY CALIFICADORA RIESGO S.A.,"CONVENCION 1490 AP. 201 MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
CL,FTLNCLRMXXX,BIC11,TANNER SERVICIOS FINANCIEROS S.A.,  ,SANTIAGO,CHILE,Pacific/Easter
MT,FTRMMTM1XXX,BIC11,FINCO TREASURY MANAGEMENT LIMITED,"FLOOR 2, THE MALL COMPLEX  FLORIANA, IL-FURJANA, FRN 1470",FLORIANA,MALTA,Europe/Malta
PL,GASBPLP1XXX,BIC11,BANK SPOLDZIELCZY W GASOCINIE,"UL.GLOWNA 23  GASOCIN, MAZOWIECKIE, 06-440",GASOCIN,POLAND,Europe/Warsaw
PL,GBGCPLPKXXX,BIC11,VELOBANK S.A.,"THE WARSAW HUB RONDO I. DASZYNSKIEGO 2C WARSZAWA, MAZOWIECKIE, 00-843",WARSZAWA,POLAND,Europe/Warsaw
PL,GBWCPLPPXXX,BIC11,SGB-BANK S.A. (FORMERLY GOSPODARCZY BANK WIELKOPOLSKI S.A.),"UL. SZARYCH SZEREGOW 23A  POZNAN, WIELKOPOLSKIE, 60-462",POZNAN,POLAND,Europe/Warsaw
MT,GLFAMTM1XXX,BIC11,GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED,"120 THE STRAND  GZIRA, GZIRA, GZR 1027",GZIRA,MALTA,Europe/Malta
MT,GLFMMTM1XXX,BIC11,GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED,"OPERATIONS CENTRE BALZAN VALLEY ROAD BALZAN, BALZAN, BZN 1407",BALZAN,MALTA,Europe/Malta
BG,GLMKBGS1XXX,BIC11,GLOBAL MARKETS,"  SOFIA, SOFIA, 1816",SOFIA,BULGARIA,Europe/Sofia
PL,GOSKPLPWXXX,BIC11,BANK GOSPODARSTWA KRAJOWEGO,"AL. JEROZOLIMSKIE 7  WARSZAWA, MAZOWIECKIE, 00-496",WARSZAWA,POLAND,Europe/Warsaw
MT,GROIMTM1XXX,BIC11,GROWTH INVESTMENTS LIMITED,"MIDDLE SEA HOUSE  FLORIANA, IL-FURJANA, FRN 1442",FLORIANA,MALTA,Europe/Malta
LV,HABALV22XXX,BIC11,SWEDBANK AS,"BALASTA DAMBIS 1A  RIGA, RIGA, LV-1048",RIGA,LATVIA,Europe/Riga
PL,HAJNPLP1XXX,BIC11,BANK SPOLDZIELCZY W HAJNOWCE,"PILSUDSKIEGO 12  HAJNOWKA, PODLASKIE, 17-200",HAJNOWKA,POLAND,Europe/Warsaw
PL,HANDPLPWXXX,BIC11,SVENSKA HANDELSBANKEN AB SPOLKA AKCYJNA ODDZIAL W POLSCE,"WOLOSKA 22  WARSZAWA, MAZOWIECKIE, 02-675",WARSZAWA,POLAND,Europe/Warsaw
MT,HOCIMTM1XXX,BIC11,HOGG CAPITAL INVESTMENTS LIMITED,"SUITE 33, REGENT HOUSE BISAZZA STREET SLIEMA, SLIEMA, SLM 1640",SLIEMA,MALTA,Europe/Malta
PL,HSBCPLPWXXX,BIC11,HSBC CONTINENTAL EUROPE (SA) ODDZIAL W POLSCE,"RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124",WARSZAWA,POLAND,Europe/Warsaw
MT,HSFMMTM1XXX,BIC11,HSBC GLOBAL ASSET MANAGEMENT (MALTA) LIMITED,"HEXAGON HOUSE SPENCER GARDENS BLATA IL-BAJDA, BLATA IL-BAJDA, BKR 3000",BLATA IL-BAJDA,MALTA,Europe/Malta
PL,HYVEPLP2XXX,BIC11,PEKAO BANK HIPOTECZNY SA,"RENAISSANCE TOWER UL. SKIERNIEWICKA 10A WARSZAWA, MAZOWIECKIE, 01-230",WARSZAWA,POLAND,Europe/Warsaw
BG,IABGBGSFXXX,BIC11,INTERNATIONAL ASSET BANK AD,"TODOR ALEXANDROV BLVD 81-83  SOFIA, SOFIA, 1303",SOFIA,BULGARIA,Europe/Sofia
UY,IAFAUYM1XXX,BIC11,INTEGRACION A.F.A.P. S.A.,"BVAR ARTIGAS 1253  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,URUGUAY,America/Montevideo
AW,IARUAWA1XXX,BIC11,INTERBANK ARUBA NV,CAYA G.F. CROES 38  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ,ORANJESTAD,ARUBA,America/Aruba
CL,ICCSCLR1XXX,BIC11,ITAU CORPBANCA CORREDORES DE BOLSA S.A.,"APOQUINDO 3457, FLOOR 1 EDIFICIO ITAU - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
PL,ICPLPLP1XXX,BIC11,INTERBANK FINANCIAL SERVICES SP. Z O.O.,"SIENNA 73  WARSZAWA, MAZOWIECKIE, 00-833",WARSZAWA,POLAND,Europe/Warsaw
PL,IDMAPLP1XXX,BIC11,VESTOR DOM MAKLERSKI S.A.,"BUKOWIECKA 92  WARSZAWA, MAZOWIECKIE, 03-893",WARSZAWA,POLAND,Europe/Warsaw
MT,IIGBMTMTXXX,BIC11,IIG BANK (MALTA) LTD,"PORTOMASO BUSINESS TOWER PORTOMASO ST. JULIAN'S, ST. JULIAN'S, STJ 4011",ST. JULIAN'S,MALTA,Europe/Malta
PL,IIMPPLP1XXX,BIC11,NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA,"HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499",WARSZAWA,POLAND,Europe/Warsaw
AW,IMIEAWA1XXX,BIC11,IMTRADEX INTERNATIONAL N.V.,TANKI LENDEERT 143  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ,ORANJESTAD,ARUBA,America/Aruba
BG,INGBBGSFXXX,BIC11,ING BANK N.V. SOFIA BRANCH,"BULGARIA BLVD 49B  SOFIA, SOFIA, 1404",SOFIA,BULGARIA,Europe/Sofia
PL,INGBPLPWXXX,BIC11,ING BANK SLASKI SA,"UL. SOKOLSKA 34  KATOWICE, SLASKIE, 40-086",KATOWICE,POLAND,Europe/Warsaw
BG,INTFBGSFXXX,BIC11,ICARD AD,"BUSINESS PARK VARNA B1  VARNA, VARNA, 9009",VARNA,BULGARIA,Europe/Sofia
UY,INUXUYM1XXX,BIC11,INDUMEX S.A.,"RINCON 477  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
BG,IORTBGSFXXX,BIC11,INVESTBANK JSC,"BULGARIA BLVD 85  SOFIA, SOFIA, 1404",SOFIA,BULGARIA,Europe/Sofia
PL,IPSEPLP1XXX,BIC11,IPOPEMA SECURITIES S.A.,"PROZNA 9  WARSZAWA, MAZOWIECKIE, 00-017",WARSZAWA,POLAND,Europe/Warsaw
CL,ITAUCLRMXXX,BIC11,BANCO ITAU CHILE,"PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CHILE,Pacific/Easter
UY,ITAUUYMMXXX,BIC11,BANCO ITAU,"DR. LUIS BONAVITA 1266  MONTEVIDEO, MONTEVIDEO, 11300",MONTEVIDEO,URUGUAY,America/Montevideo
PL,ITFIPLP1XXX,BIC11,NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA,"HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499",WARSZAWA,POLAND,Europe/Warsaw
PL,IVSEPLPPXXX,BIC11,PLUS BANK S.A.,"AL. STANOW ZJEDNOCZONYCH 61A  WARSZAWA, MAZOWIECKIE, 04-028",WARSZAWA,POLAND,Europe/Warsaw
MT,IZOLMTMTXXX,BIC11,IZOLA BANK PLC,"53-58 EAST STREET  VALLETTA, VALLETTA, VLT 1251",VALLETTA,MALTA,Europe/Malta
MT,JMFSMTM1XXX,BIC11,JESMOND MIZZI FINANCIAL SERVICES LIMITED,"FLAT 3 67 SOUTH STREET VALLETTA, VALLETTA, VLT 1105",VALLETTA,MALTA,Europe/Malta
LV,JSSILV21XXX,BIC11,DUKASCOPY EUROPE IBS AS,"LACPLESA 20A-1  RIGA, RIGA, LV-1011",RIGA,LATVIA,Europe/Riga
MC,KBLXMCMCXXX,BIC11,BANQUE RICHELIEU MONACO,"BRETAGNE 8 AVENUE DE GRANDE BRETAGNE MONACO, MONACO, 98005",MONACO,MONACO,Europe/Monaco
PL,KDPWPLPAXXX,BIC11,NATIONAL DEPOSITORY FOR SECURITIES (KDPW SA),"CENTRUM GIELDOWE KSIAZECA 4 WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,POLAND,Europe/Warsaw
PL,KDPWPLPWXXX,BIC11,KDPW S.A.,"UL. KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,POLAND,Europe/Warsaw
LV,KKSDLV21XXX,BIC11,LATVIJAS ARODBIEDRIBU KRAJAIZDEVU SABIEDRIBA,"TURGENEVA 14  RIGA, RIGA, LV-1050",RIGA,LATVIA,Europe/Riga
PL,KLESPLP1XXX,BIC11,BANK SPOLDZIELCZY W KLESZCZOWIE,"UL.GLOWNA 114  KLESZCZOW, LODZKIE, 97-410",KLESZCZOW,POLAND,Europe/Warsaw
PL,KOPWPLP1KPW,BIC11,KOMPANIA PIWOWARSKA S.A.,"  POZNAN, WIELKOPOLSKIE",POZNAN,POLAND,Europe/Warsaw
PL,KOPWPLP1XXX,BIC11,KOMPANIA PIWOWARSKA S.A.,"UL. SZWAJCARSKA  POZNAN, WIELKOPOLSKIE, 61-285",POZNAN,POLAND,Europe/Warsaw
PL,KRSPPLPKXXX,BIC11,KRAKOWSKI BANK SPOLDZIELCZY,"RYNEK KLEPARSKI 8  KRAKOW, MALOPOLSKIE, 31-150",KRAKOW,POLAND,Europe/Warsaw
LV,LACBLV2XXXX,BIC11,BANK OF LATVIA,"K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050",RIGA,LATVIA,Europe/Riga
LV,LAPBLV2XXXX,BIC11,AS MAGNETIQ BANK,"BRIVIBAS IELA 54  RIGA, RIGA, LV-1011",RIGA,LATVIA,Europe/Riga
CL,LARVCLR1XXX,BIC11,LARRAIN VIAL,  ,SANTIAGO,CHILE,Pacific/Easter
MT,LBMAMTMTXXX,BIC11,LOMBARD BANK MALTA PLC,"LOMBARD HOUSE 67 REPUBLIC STREET VALLETTA, VALLETTA, VLT 1117",VALLETTA,MALTA,Europe/Malta
LV,LCDELV22XXX,BIC11,NASDAQ CSD SE,"VALNU STREET 1  RIGA, RIGA, LV-1050",RIGA,LATVIA,Europe/Riga
LV,LFIKLV21XXX,BIC11,AKCIJU SABIEDRIBA 'LATGALES FINANSU KOMPANIJA',"KR. BARONA STREET 20/22 - 5  REZEKNE, REZEKNE, LV-4601",REZEKNE,LATVIA,Europe/Riga
PL,LIPNPLP1XXX,BIC11,BANK SPOLDZIELCZY W LIPNIE,"MICKIEWICZA 30A  LIPNO, POWIAT LIPNOWSKI, 87-600",LIPNO,POLAND,Europe/Warsaw
UY,LMARUYM1XXX,BIC11,ALMAR S.A.,"AV. 18 DE JULIO 1701  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,URUGUAY,America/Montevideo
LV,LPNSLV21XXX,BIC11,STATE JOINT STOCK COMPANY LATVIJAS PASTS,"LIDOSTA ZIEMELU IELA 10 RIGA, RIGA, LV-1053",RIGA,LATVIA,Europe/Riga
BG,LUMIBGS1XXX,BIC11,BANK LEUMI ROMANIA-SOFIA BRANCH,"POSITANO STREET 9 ENTRANCE A SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
MC,MAEAMCM1XXX,BIC11,BANQUE MARTIN MAUREL,"3 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98003",MONACO,MONACO,Europe/Monaco
MT,MALTMTMTXXX,BIC11,CENTRAL BANK OF MALTA,"CASTILLE PLACE  VALLETTA, VALLETTA, VLT 1063",VALLETTA,MALTA,Europe/Malta
CL,MBCBCLR1XXX,BIC11,MBI CORREDORES DE BOLSA S.A.,"AV. PRESIDENTE RIESCO 5711, OF 602 EDIFICIO HUIDOBRO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
MT,MBWMMTMTXXX,BIC11,MEDIRECT BANK (MALTA) PLC,"FLOOR 1, THE CENTRE TIGNE POINT SLIEMA, SLIEMA, TPO 0001",SLIEMA,MALTA,Europe/Malta
PL,MDMZPLP1XXX,BIC11,MERCURIUS DOM MAKLERSKI SP. Z.O.O.,"UL. SMIALA 26  WARSZAWA, MAZOWIECKIE, 01-523",WARSZAWA,POLAND,Europe/Warsaw
PL,MDOMPLP1XXX,BIC11,MILLENNIUM DOM MAKLERSKI S.A.,"MILLENNIUM PLAZA AL. JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017",WARSZAWA,POLAND,Europe/Warsaw
MT,MGFIMTM1XXX,BIC11,MICHAEL GRECH FINANCIAL INVESTMENT SERVICES LIMITED,"MICAN COURT 1 J.F. KENNEDY SQUARE, GOZO VICTORIA, GOZO, VCT 2580",VICTORIA,MALTA,Europe/Malta
PL,MGRZPLP1XXX,BIC11,BANK SPOLDZIELCZY W PRZYSUSZE,"UL.GRODZKA 3  PRZYSUCHA, POWIAT PRZYSUSKI, 26-400",PRZYSUCHA,POLAND,Europe/Warsaw
PL,MHBFPLPWXXX,BIC11,DNB BANK POLSKA S.A.,"CROWN SQUARE PRZYOKOPOWA 31, FLOOR 9 WARSZAWA, MAZOWIECKIE, 01-208",WARSZAWA,POLAND,Europe/Warsaw
AL,MIFBALTRXXX,BIC11,MINISTRY OF FINANCE OF ALBANIA,"BLVD DESHMORET E KOMBIT 3  TIRANA, TIRANA, 1001",TIRANA,ALBANIA,Europe/Tirane
CL,MLOBCLR1XXX,BIC11,MERRILL LYNCH CORREDORES DE BOLSA S.A.,"AV APOQUINDO 3500, FLOOR 9 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
MT,MMEBMTM10M2,BIC11,HSBC BANK MALTA P.L.C.,"  QORMI, QORMI",QORMI,MALTA,Europe/Malta
MT,MMEBMTMTXXX,BIC11,HSBC BANK MALTA P.L.C.,"116 ARCHBISHOP STREET  VALLETTA, VALLETTA, VLT 1444",VALLETTA,MALTA,Europe/Malta
MC,MMSEMCM1XXX,BIC11,ROTHSCHILD AND CO WEALTH MANAGEMENT MONACO,"VILLA LA MADONE 11 BOULEVARD DES MOULINS MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
CL,MNEXCLRMXXX,BIC11,BANCO CONSORCIO,"AV EL BOSQUE SUR 130, FLOOR 7 CONSORCIO, LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
PL,MSZCPLP1XXX,BIC11,BANK SPOLDZIELCZY W MSZCZONOWIE,"UL.WARSZAWSKA 5  MSZCZONOW, MAZOWIECKIE, 96-320",MSZCZONOW,POLAND,Europe/Warsaw
LV,MULTLV2XXXX,BIC11,AS INDUSTRA BANK,"MUITAS IELA 1  RIGA, RIGA, LV-1010",RIGA,LATVIA,Europe/Riga
UY,NACNUYMMXXX,BIC11,BANCO DE LA NACION ARGENTINA,"JUAN CARLOS GOMEZ 1372  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
BG,NASBBGSFXXX,BIC11,BULGARIAN DEVELOPMENT BANK EAD,"DYAKON IGNATIY STREET 1  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
PL,NBPLPLPDXXX,BIC11,NARODOWY BANK POLSKI,"UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919",WARSZAWA,POLAND,Europe/Warsaw
PL,NBPLPLPWBAN,BIC11,NARODOWY BANK POLSKI,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,POLAND,Europe/Warsaw
PL,NBPLPLPWKIR,BIC11,NARODOWY BANK POLSKI,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,POLAND,Europe/Warsaw
PL,NBPLPLPWXXX,BIC11,NARODOWY BANK POLSKI,"SWIETOKRZYSKA 11-21  WARSZAWA, MAZOWIECKIE, 00-919",WARSZAWA,POLAND,Europe/Warsaw
AL,NCBAALTXXXX,BIC11,BANKA KOMBETARE TREGTARE SH.A.,"RRUGA E VILAVE, LUNDER 1  TIRANA, TIRANA, 1045",TIRANA,ALBANIA,Europe/Tirane
MC,NORDMCM1XXX,BIC11,CREDIT DU NORD,"27 AVENUE DE LA COSTA  MONACO, MONACO, 98001",MONACO,MONACO,Europe/Monaco
PL,NOSWPLP1XXX,BIC11,BANK SPOLDZIELCZY W NOWYM STAWIE,"RYNEK PULASKIEGO 2  NOWY STAW, POMORSKIE, 82-230",NOWY STAW,POLAND,Europe/Warsaw
PL,ODMSPLP1XXX,BIC11,OPERA DOM MAKLERSKI SPOWKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124",WARSZAWA,POLAND,Europe/Warsaw
LV,OKBALV21XXX,BIC11,OGRES KOMERCBANKA,"E. BIRZNIEKA UPISHA STR. 12  RIGA, RIGA, LV-1050",RIGA,LATVIA,Europe/Riga
PL,OSTRPLP1XXX,BIC11,BANK SPOLDZIELCZY W BRODNICY,"UL.KILINSKIEGO 42  OSTROLEKA, MAZOWIECKIE, 07-410",OSTROLEKA,POLAND,Europe/Warsaw
LV,PAEXLV21XXX,BIC11,"CITADELE BANKA, AKCIJU SABIEDRIBA","REPUBLIKAS SQUARE 2A  RIGA, RIGA, LV-1522",RIGA,LATVIA,Europe/Riga
PL,PAMBPLP1XXX,BIC11,POLISH-AMERICAN MORTGAGE BANK INC.,"UL KROLEWSKA 27  WARSZAWA, MAZOWIECKIE, 00-060",WARSZAWA,POLAND,Europe/Warsaw
PL,PARBPLPXXXX,BIC11,BNP PARIBAS SECURITIES POLAND,"UL. WRONIA 31  WARSZAWA, MAZOWIECKIE, 00-846",WARSZAWA,POLAND,Europe/Warsaw
LV,PARXLV22XXX,BIC11,JSC CITADELE BANKA,"REPUBLIKAS LAUKUMS 2A  RIGA, RIGA, LV-1010",RIGA,LATVIA,Europe/Riga
PL,PBSTPLP1XXX,BIC11,POWIATOWY BANK SPOLDZIELCZY W TOMASZOWIE MAZOWIECKIM,"PL.KAZIMIERZA WLK. 7  INOWLODZ, LODZKIE, 97-215",INOWLODZ,POLAND,Europe/Warsaw
CL,PCCACLRMXXX,BIC11,COMBANC S.A.,"CERRO COLORADO 5240, FLOOR 8 TORRE DEL PARQUE II - SANTIAGO, PROVINCIA DE SANTIAGO, 7560995",SANTIAGO,CHILE,Pacific/Easter
MT,PDKFMTM1XXX,BIC11,PDK FINANCIAL SERVICES LIMITED,"ST. GEORGES ROAD  - ST. JULIAN'S ST. JULIAN'S, STJ 3208 ",ST. JULIAN'S,MALTA,Europe/Malta
PL,PKOPPLPWCUS,BIC11,BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,"ZUBRA 1, FLOOR 9  WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,POLAND,Europe/Warsaw
PL,PKOPPLPWKRA,BIC11,BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,"JOSEPHA CONRADA STR 37  KRAKOW, MALOPOLSKIE, 31-357",KRAKOW,POLAND,Europe/Warsaw
PL,PKOPPLPWXXX,BIC11,BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA,"ZUBRA 1  WARSZAWA, WARSZAWA, 01-066",WARSZAWA,POLAND,Europe/Warsaw
PL,POCZPLP4XXX,BIC11,POCZTOWY BANK SA,"JAGIELLONSKA 17  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-959 ",BYDGOSZCZ,POLAND,Europe/Warsaw
PL,PODSPLP1XXX,BIC11,PODKARPACKI BANK SPOLDZIELCZY,"UL. KOSCIUSZKI 22  SANOK, PODKARPACKIE, 38-500",SANOK,POLAND,Europe/Warsaw
PL,POLUPLPRXXX,BIC11,BANK POLSKIEJ SPOLDZIELCZOSCI SPOLKA AKCYJNA,"UL. GRZYBOWSKA 81  WARSZAWA, MAZOWIECKIE, 00-844",WARSZAWA,POLAND,Europe/Warsaw
PL,POPOPLP1XXX,BIC11,POCZTA POLSKA SPOLKA AKCYJNA,"UL. RAKOWIECKA 26  WARSZAWA, MAZOWIECKIE, 00-940",WARSZAWA,POLAND,Europe/Warsaw
PL,POROPLP1XXX,BIC11,THE POLISH REGISTRY OF ALLOWANCES,"KRUCZA 5/11D  WARSZAWA, MAZOWIECKIE, 00-548",WARSZAWA,POLAND,Europe/Warsaw
PL,POSDPLP1XXX,BIC11,POWIATOWY BANK SPOLDZIELCZY W KEDZIERZYNIE-KOZLU,UL. RYNEK 6A  - KEDZIERZYN-KOZLE POWIAT KEDZIERZYNSKO-KOZIELSKI 47-200,KEDZIERZYN-KOZLE,POLAND,Europe/Warsaw
MC,POSOMCM1XXX,BIC11,BANCA POPOLARE DI SONDRIO (SUISSE) SA,"3 RUE PRINCESSE FLORESTINE  MONACO, MONACO, 98011",MONACO,MONACO,Europe/Monaco
PL,PPABPLPKXXX,BIC11,BNP PARIBAS BANK POLSKA S.A.,"KASPRZAKA STREET 2  WARSZAWA, MAZOWIECKIE, 01-211",WARSZAWA,POLAND,Europe/Warsaw
CL,PRBACLR1XXX,BIC11,BANCO DE LA PROVINCIA DE BUENOS AIRES,  ,SANTIAGO,CHILE,Pacific/Easter
UY,PRBAUYMMXXX,BIC11,PROVINCIA CASA FINANCIERA,"L A. DE HERRERA 1248 WORLD TRADE CENTER TORRE II, OF. 111 MONTEVIDEO, MONTEVIDEO, 13000",MONTEVIDEO,URUGUAY,America/Montevideo
BG,PRCBBGSFXXX,BIC11,PROCREDIT BANK (BULGARIA) EAD,"TODOR ALEXANDROV BLVD 26  SOFIA, SOFIA, 1303",SOFIA,BULGARIA,Europe/Sofia
PL,PSATPLPWXXX,BIC11,PROSERVICE FINTECO SP Z O.O.,"KONSTRUKTORSKA 12A  WARSZAWA, MAZOWIECKIE, 02-673",WARSZAWA,POLAND,Europe/Warsaw
